source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[disease]	factor value[TMT set]	factor value[HiRIEF pH range]
TMT set 4 channel 128C dementia with Lewy bodies sample 7	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	7	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 4	3-10
TMT set 4 channel 129N Parkinson's disease with dementia sample 7	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	7	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 4	3-10
TMT set 4 channel 129C Alzheimer's disease sample 8	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	8	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 4	3-10
TMT set 4 channel 130N Parkinson's disease with dementia sample 8	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	8	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 4	3-10
TMT set 4 channel 130C Alzheimer's disease sample 9	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	9	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 4	3-10
TMT set 4 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset4_250ug_IPG3-10_50min_10of15ul_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 4	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 channel 127N dementia with Lewy bodies sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 127C dementia with Lewy bodies sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 128N Parkinson's disease with dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 128C older adult without dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129N older adult without dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129C Parkinson's disease with dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 130N Alzheimer's disease sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 channel 130C Alzheimer's disease sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 channel 127N dementia with Lewy bodies sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 127C dementia with Lewy bodies sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 128N Parkinson's disease with dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 128C older adult without dementia sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129N older adult without dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	older adult without dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	older adult without dementia	TMT set 1	3-10
TMT set 1 channel 129C Parkinson's disease with dementia sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Parkinson's disease with dementia	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Parkinson's disease with dementia	TMT set 1	3-10
TMT set 1 channel 130N Alzheimer's disease sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 channel 130C Alzheimer's disease sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	Alzheimer's disease	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Alzheimer's disease	TMT set 1	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 pooled internal standard	Homo sapiens	prefrontal cortex (Brodmann area 9)	pooled internal standard	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	pooled internal standard	TMT set 1	3-10
TMT set 1 channel 127N dementia with Lewy bodies sample 1	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
TMT set 1 channel 127C dementia with Lewy bodies sample 2	Homo sapiens	prefrontal cortex (Brodmann area 9)	dementia with Lewy bodies	2	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TMT 10-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Rui_Erika_Synaptic_Proteomics_BA9_TMTset1_250ug_IPG3-10_50min_10of15ul_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	dementia with Lewy bodies	TMT set 1	3-10
