source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[microRNA treatment]	factor value[HiRIEF pH range]
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3-10
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3-10
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr68_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	68	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3-10
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr68_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	68	1	Yan_miR_FASP_20140828_TMT10_200ugIPG3-10_7of15ul_fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3-10
